RSA_CREATE_GROUP,8192,0.371669,0.002042,0.003923,146346,2097160
RSA_DECRYPT_KEY,8192,0.009514,0.007234,0.001668
RSA_CREATE_GROUP,16384,0.772817,0.005565,0.006639,300186,4194312
RSA_DECRYPT_KEY,16384,0.018148,0.014201,0.002105
RSA_CREATE_GROUP,32768,1.572198,0.010170,0.011825,611482,8388616
RSA_DECRYPT_KEY,32768,0.037706,0.028600,0.003209
RSA_CREATE_GROUP,65536,3.033528,0.035467,0.034586,1234074,16777224
RSA_DECRYPT_KEY,65536,0.074961,0.057773,0.001374
RSA_CREATE_GROUP,131072,5.470852,0.063820,0.070003,2510330,33554440
RSA_DECRYPT_KEY,131072,0.162132,0.109969,0.001430
RSA_CREATE_GROUP,262144,10.662775,0.085251,0.140646,5131770,67108872
RSA_DECRYPT_KEY,262144,0.266587,0.187588,0.004516
RSA_CREATE_GROUP,524288,21.371474,0.404415,0.869903,10374650,134217736
RSA_DECRYPT_KEY,524288,0.615735,0.397284,0.012433
RSA_CREATE_GROUP,1048576,45.069849,0.858258,2.010473,20908986,268435464
RSA_DECRYPT_KEY,1048576,1.313554,0.892396,0.017748
